,skill,label,ilan_no
756,veri tabani,is_analizi_raporlama,116
757,sonuc odakli yaklasim,is_analizi_raporlama,116
758,proje yonetimi,is_analizi_raporlama,116
759,raporlama,is_analizi_raporlama,116
760,analitik dusunen,is_analizi_raporlama,116
761,ingilizce,is_analizi_raporlama,117
762,scrum.cozum mimarilari,is_analizi_raporlama,117
763,hybris backoffice kokpitleri ,is_analizi_raporlama,117
764,surucu ehliyeti,is_analizi_raporlama,118
765,tibbi laboratuvar ,is_analizi_raporlama,118
766,bakteri,is_analizi_raporlama,118
767,office programlari,is_analizi_raporlama,118
768,veri yapilari,is_analizi_raporlama,119
769,office programlari,is_analizi_raporlama,119
770, proje yonetimi,is_analizi_raporlama,119
771,surec yonetimi,is_analizi_raporlama,119
772,scrum ,is_analizi_raporlama,119
773,waterfall ,is_analizi_raporlama,119
774,raporlama ,is_analizi_raporlama,119
775,analitik dusunen,is_analizi_raporlama,119
776, problem cozme yetenegine sahip ,is_analizi_raporlama,119
777,iletisim becerilerine sahip,is_analizi_raporlama,119
778,ekip calismasina yatkin,is_analizi_raporlama,119
779,analiz ,is_analizi_raporlama,119
780, test ,is_analizi_raporlama,119
781, akis aktivite diyagramlari,is_analizi_raporlama,119
782, kullanici senaryolari ,is_analizi_raporlama,119
783,urunleri test etmek ,is_analizi_raporlama,119
784,hata bulmak,is_analizi_raporlama,119
785,ingilizce,is_analizi_raporlama,120
786,sunum,is_analizi_raporlama,120
787,raporlama,is_analizi_raporlama,120
788,etik kurallari,is_analizi_raporlama,120
789,test yonetimi,is_analizi_raporlama,120
790,analiz,is_analizi_raporlama,120
791, sequence diagramlari,is_analizi_raporlama,120
792,bulut ,is_analizi_raporlama,121
793, otonom sistemler,is_analizi_raporlama,121
794,guvenlik ,is_analizi_raporlama,121
795, saas ,is_analizi_raporlama,121
796,cizelge olusturmak ,is_analizi_raporlama,121
797, proje planlama ,is_analizi_raporlama,121
798, test senaryolari ,is_analizi_raporlama,121
799,raporlama ,is_analizi_raporlama,121
800,yazilim cozumleri ,is_analizi_raporlama,122
801, analiz,is_analizi_raporlama,122
802,cagri merkezi,is_analizi_raporlama,122
803, scrum ,is_analizi_raporlama,122
804,analitik dusunme ,is_analizi_raporlama,122
805, guclu problem cozme ,is_analizi_raporlama,122
806,karar verme ,is_analizi_raporlama,122
807,cikarim yapabilme,is_analizi_raporlama,122
808,iletisim becerilerine sahip,is_analizi_raporlama,122
809,ekip calismasina uyumlu,is_analizi_raporlama,122
810,iletisim becerilerine sahip,is_analizi_raporlama,123
811, empati kurabilen,is_analizi_raporlama,123
812,analiz,is_analizi_raporlama,123
813,tasarim,is_analizi_raporlama,123
814, odeme sistemleri,is_analizi_raporlama,124
815, yazilim projeleri,is_analizi_raporlama,124
816, analiz,is_analizi_raporlama,124
817,kart temasli temassiz,is_analizi_raporlama,124
818, cbap ,is_analizi_raporlama,124
819,office programlari,is_analizi_raporlama,124
820,agile,is_analizi_raporlama,124
821, scrum ,is_analizi_raporlama,124
822, ogrenmeye istekli,is_analizi_raporlama,124
823, yuksek sorumluluk sahibi,is_analizi_raporlama,124
824,ingilizce ,is_analizi_raporlama,124
825,analiz ,is_analizi_raporlama,124
826,kullanici testleri,is_analizi_raporlama,124
827,tasarim,is_analizi_raporlama,124
828, akis diagramlarini ,is_analizi_raporlama,124
829, smartspy ,is_analizi_raporlama,124
830, akilli bilet sistemleri ,is_analizi_raporlama,125
831,otomasyon sistemleri ,is_analizi_raporlama,125
832,arac takip sistemleri,is_analizi_raporlama,125
833, kartli gecis sistemleri ,is_analizi_raporlama,125
834,kisi sayma sistemleri ,is_analizi_raporlama,125
835,inglizce,is_analizi_raporlama,125
836, fonksiyonel analiz,is_analizi_raporlama,125
837,arayuz tasarimi,is_analizi_raporlama,125
838, yazilim gelistirme surecleri ,is_analizi_raporlama,125
839,office programlari,is_analizi_raporlama,125
840, test senaryo teknikleri ,is_analizi_raporlama,125
841,analitik dusunen,is_analizi_raporlama,125
842, problem cozme yetkinligine sahip,is_analizi_raporlama,125
843,iletisim becerilerine sahip,is_analizi_raporlama,125
844, analizi surec metodolojileri,is_analizi_raporlama,125
845, proje yonetimi ,is_analizi_raporlama,125
846,yazilim surec yonetimi ,is_analizi_raporlama,125
847,raporlama ,is_analizi_raporlama,125
848,ekip calismasi,is_analizi_raporlama,126
849,raporlama,is_analizi_raporlama,126
850,yazilim gelistirme surecleri ,is_analizi_raporlama,126
851,agile ,is_analizi_raporlama,126
852,scrum ,is_analizi_raporlama,126
853,kanban ,is_analizi_raporlama,126
854,yazilim gelistirme,is_analizi_raporlama,126
855,analitik dusunen,is_analizi_raporlama,126
856,analitik dusunen,is_analizi_raporlama,127
857,office programlari,is_analizi_raporlama,127
858,inglizce,is_analizi_raporlama,127
859,sorumluluk sahibi,is_analizi_raporlama,127
860,iletisim becerilerine sahip,is_analizi_raporlama,128
861,insan iliskileri kuvvetli,is_analizi_raporlama,128
862, problem cozme,is_analizi_raporlama,128
863, analitik dusunene,is_analizi_raporlama,128
864, sonuc odakli,is_analizi_raporlama,128
865, raporlama ,is_analizi_raporlama,128
866,ingilizce ,is_analizi_raporlama,128
867,ihtiyac analizi,is_analizi_raporlama,128
868,sistem surec analizi,is_analizi_raporlama,128
869,analiz,is_analizi_raporlama,129
870,yazilim gelistirme,is_analizi_raporlama,129
871,isletim sistemi,is_analizi_raporlama,129
872, programlama dili java ,is_analizi_raporlama,129
873,veri tabanlari,is_analizi_raporlama,129
874, ,is_analizi_raporlama,129
875, security performance,is_analizi_raporlama,129
876, availability ,is_analizi_raporlama,129
877,reliability ,is_analizi_raporlama,129
878,redundancy ,is_analizi_raporlama,129
879,sonuc odakli ,is_analizi_raporlama,129
880,iletisim becerileri kuvvetli,is_analizi_raporlama,129
881,iletisim becerilerine sahip,is_analizi_raporlama,130
882,ingilizce,is_analizi_raporlama,130
883,sonuc odakli,is_analizi_raporlama,130
884,ekip calismasi,is_analizi_raporlama,130
885,cozum gelistirme,is_analizi_raporlama,130
886,yazilim gelistirme metodoloji,is_analizi_raporlama,130
887,iletisim becerilerine sahip,is_analizi_raporlama,131
888,kanal yonetimi analisti ,is_analizi_raporlama,131
889,agile ,is_analizi_raporlama,131
890,scrum ,is_analizi_raporlama,131
891,yazilim gelistirme ,is_analizi_raporlama,131
892,fonksiyonel teknik analiz ,is_analizi_raporlama,131
893,raporlama,is_analizi_raporlama,131
894,kavramsal dusunme yetenegi ,is_analizi_raporlama,131
895,sonuc odakli temsil yetenegin,is_analizi_raporlama,131
896,ikna etme,is_analizi_raporlama,131
897,ekip calismasi,is_analizi_raporlama,131
898,office programlari,is_analizi_raporlama,132
899,finans ,is_analizi_raporlama,132
900,sistem gelistirme ,is_analizi_raporlama,132
901, analitik dusunen,is_analizi_raporlama,132
902,problem cozme yetkinligine sahip,is_analizi_raporlama,132
903, oracle ,is_analizi_raporlama,132
904,raporlama ,is_analizi_raporlama,132
905, ikna,is_analizi_raporlama,132
906, iletisim yonu guclu ,is_analizi_raporlama,132
907,degisime ogrenmeye acik ,is_analizi_raporlama,132
908,yaratici ,is_analizi_raporlama,132
909,sonuc odakli,is_analizi_raporlama,132
910,ekip calismasi,is_analizi_raporlama,132
911,analiz,is_analizi_raporlama,132
912,raporlama,is_analizi_raporlama,132
913,analiz,sap,133
914,sistemlerin performansini takip etme,sap,133
915,verim artirici iyilestirmeler,sap,133
916,  stratejiler gelistirme,sap,133
917, veril yonetmek,sap,133
918,anket duzenlemek ,sap,133
919,veri analizi ,sap,133
920, pazarlama ,sap,133
921, raporlama,sap,133
922,office programlari,sap,133
923,iletisim becerilerine sahip,sap,133
924,arastirma yapma,sap,134
925,pazarlama,sap,134
926,office programlari,sap,134
927, autoline sistemi,sap,134
928, veri isleme,sap,134
929, retail,sap,135
930, debug ,sap,135
931,abap ,sap,135
932,analitik dusunen,sap,135
933, problem cozen,sap,135
934,ingilizce,sap,135
935,birim yoneticisi ,sap,135
936,raporlama,sap,135
937,abap ,sap,136
938, fiori ,sap,136
939,javascript,sap,136
940,yazilim gelistirme ,sap,136
941,spec ,sap,136
942, veri mimarisi ,sap,136
943,test surecleri,sap,136
944, problem cozme,sap,136
945,analitik dusunme,sap,136
946,ingilizce,sap,136
947,programsal hatalari problemleri cozmek,sap,136
948,raporlama,sap,136
949,yazilim gelistirme ,sap,137
950,analiz,sap,137
951,veri ambari ,sap,137
952,business objects ,sap,137
953,raporlama ,sap,137
954,veritabani yonetimi ,sap,137
955,test senaryolari uretme ,sap,137
956, analitik dusunen ,sap,137
957, raporlama,sap,137
958, hana sistemleri ,sap,138
959,cozum ureten,sap,138
960, iletisim becerilerine sahip,sap,138
961,ingilizce,sap,138
962,talep beklentilerin yonetilmesi ,sap,138
963,raporlama ,sap,138
964,ingilizce ,sap,139
965,spss ,sap,139
966,python,sap,139
967, veri madenciligi,sap,139
968, siniflandirma,sap,139
969, kumeleme ,sap,139
970, veri yonetimi,sap,139
971,veri tabani,sap,139
972,office programlari,sap,139
973, proje yonetimi,sap,139
974, abap,sap,140
975,ingilizce,sap,140
976,yurtici yurtdisi seyahat ,sap,140
977,ekip calismasina yatkin ,sap,140
978, analitik dusunen ,sap,140
979,kendini geistirmeye acik c,sap,140
980,guncel gelismeleri takip etmek,sap,141
981, risklerle ilgili etkin onlem almak,sap,141
982, ingilizce ,sap,141
983,abap,sap,142
984,sapui ,sap,142
985, script smart forms,sap,142
986,slcm ,sap,142
987,ingilizce,sap,142
988,analitik dusunen,sap,142
989, problem cozme yetkinligine sahip ,sap,142
990, iletisim becerilerine sahip ,sap,142
991,raporlama,sap,142
992,analiz ,sap,143
993,hata ayiklama,sap,143
994,  abap ,sap,143
995,ekip calismasina yatkin,sap,143
996, iletisim becerilerine sahip,sap,143
997,analitik dusunen,sap,143
998,problem cozme yetenegine sahip ,sap,143
999,zaman yonetiminde yetkin,sap,143
1000, arastirmaci,sap,143
1001, sorumluluk sahibi,sap,143
1002, ingilizce,sap,143
1003,office programlari,sap,143
1004,scrum ,sap,143
1005,mulakat anket saha analizi ,sap,143
1006,focus toplantilar,sap,143
1007,iveri akis diyagramlari,sap,143
1008,analitik dusunen,sap,144
1009,ekip calismasina yatkin ,sap,144
1010,iletisim becerilerine sahip,sap,144
1011,  ogrenmeye acik ,sap,144
1012,surec analizi ,sap,144
1013, modul danismanligin,sap,145
1014, full cycle proje deneyimi ,sap,145
1015,donusum surecleri,sap,145
1016,analitik dusunen,sap,145
1017,  iletisim yetenegine sahip ,sap,145
1018,ingilizce ,sap,145
1019,esnek calisma saatlerine uyumlu ,sap,145
1020,yurtici yurtdisi engeli olmayan,sap,145
1021,office programlari,sap,146
1022,full cycle ,sap,146
1023,ingilizce ,sap,146
1024, iletisim becerilerine sahip,sap,146
1025, analitik dusunen,sap,146
1026,ekip calismasina yatkin ,sap,146
1027,analiz ,sap,146
1028,raporlama,sap,146
1029,finansal,sap,147
1030, lojistik ,sap,147
1031,ingilizce ,sap,147
1032, esnek calisma saatlerine uyumlu y,sap,147
1033,urt yurt disi seyahat engeli olmayan,sap,147
1034, ekip calismasina yatkin ,sap,147
1035,analitik dusunen,sap,147
1036,finans ,sap,148
1037,muhasebe,sap,148
1038, raporlama ,sap,148
1039,esnek calisma saatleri,sap,148
1040,iletisim becerilerine sahip ,sap,148
1041,analitik dusunen ,sap,148
1042,ehliyet,sap,148
1043, aktif arac kullanabilen ,sap,148
1044,seyahat engeli olmayan,sap,148
1045, ingilizce ,sap,148
1046, analitik ,sap,149
1047,google adwords,sap,149
1048, google analytics ,sap,149
1049,adobe photoshop ,sap,149
1050,adobe illustrator ,sap,149
1051,adobe indesign,sap,149
1052, analitik dusunen,sap,149
1053, veri ambari ,sap,149
1054, office programlari,sap,149
1055,veri tabani,sap,149
1056,raporlanma,sap,149
1057,veri zenginlestirme ,sap,149
1058,siparis saha ziyaret raporu ,sap,149
1059,google adwords,sap,150
1060, google analytics ,sap,150
1061,dijital trendleri takip eden ,sap,150
1062,adobe photoshop,sap,150
1063, adobe illustrator ,sap,150
1064,adobe indesign ,sap,150
1065, analitik dusunen,sap,150
1066,veri ambari ,sap,150
1067, office programlari,sap,150
1068,segment stratejileri,sap,150
1069,raporlama,sap,150
1070,veri zenginlestirme ,sap,150
1071, crystal report programi,sap,151
1072, office programlari,sap,151
1073, analitik dusunen,sap,151
1074, iletisim becerilerine sahip,sap,151
1075, ingilizce ,sap,151
1076,optimize etme ,sap,151
1077,modul gelistirme,sap,151
1078, test egitim destek sureclerin,sap,151
1079,raporlama,sap,151
1080,analitik dusunen,sap,152
1081,veri ambari,sap,152
1082, office programlarin,sap,152
1083,microstrategy,sap,152
1084, proje yonetimi ,sap,152
1085,musteri anahtar performans gostergelerin raporlanmasi ,sap,152
1086,musteri veri kalitesinin korunmasi ,sap,152
1087, veri zenginlestirme ,sap,152
1088, kisiye ozel kampanyalar ,sap,152
1089,ingilizce,sap,153
1090, almanca ,sap,153
1091,shift sistemine uyumlu ,sap,153
1092, sorumluluk sahib,sap,153
1093,i analitik dusunen,sap,153
1094,sistem yonetimi ,sap,153
1095,operating system management,sap,153
1096, database management ,sap,153
1097,technical support ,sap,153
1098, canias deneyimi bulunan ,sap,154
1099,troia sorgulama diline hakim,sap,154
1100,ingilizce ,sap,154
1101,analitik dusunen ,sap,154
1102,ekip calismasina yatkin,sap,154
1103,surec analizi,sap,154
1104, reports publisher gelistirme ,sap,155
1105, java ,sap,155
1106,ekip calismasina yatkin,sap,155
1107,oracle ,sap,155
1108, raporlama,sap,155
1109, plsql publisher discoverer ,sap,155
1110,iletisim becerilerine sahip,sap,156
1111,uretim surecleri ,sap,156
1112,ingilizce ,sap,156
1113,ekip calismasina yatkin,sap,156
1114, gelisime acik ,sap,156
1115,esnek calisma saatlerine uyum saglayan,sap,156
1116,analiz,sap,156
1117,musteri beklentilerinin arastirilmasi ,sap,156
1118,kavramsal tasarim ,sap,156
1119,raporlama,sap,156
1120,office programlari,sap,157
1121,,sap,157
1122,ingilizce ,sap,157
1123,ogrenmeye acik,sap,157
1124, analitik,sap,157
1125, trendleri takip eden ,sap,157
1126,iletisim becerilerine sahip,sap,158
1127, analiz ,sap,158
1128,raporlama ,sap,158
1129,sunum ,sap,158
1130,office programlari,sap,158
1131,veritabani ,sap,158
1132,webservis,sap,158
1133, microsoft dynamics,sap,158
1134, powerbi,sap,158
1135, ingilizce,sap,158
1136,raporlama,sap,158
1137,successfactors modul danismani ,sap,159
1138,ingilizce ,sap,159
1139,ekip calismasina yatkin ,sap,159
1140,analitik dusunen,sap,159
1141, yeni teknolojileri takip eden,sap,159
1142, gelisime acik,sap,159
1143,  sonuc odakli,sap,159
1144, yurt yurt disi seyahat engeli bulunmayan,sap,159
1145,raporlama,sap,159
1146,modul danismani ,sap,160
1147,ingilizce,sap,160
1148,raporlama,sap,160
1149,iletisim becerilerine sahip,sap,160
1150, ekip calismasina yatkin ,sap,160
1151,analitik dusunen,sap,160
1152,proaktif bakis acisina sahip ,sap,160
1153,sonuc odakli,sap,160
1154, yurt yurt disi seyahat engeli bulunmayan,sap,160
1155,test egitim destek sureclerin,sap,160
1156,raporlama,sap,160
1157,hata ayiklama,sap,161
1158,abap ,sap,161
1159,ingilizce,sap,161
1160, ekip calismasina yatkin ,sap,161
1161,iletisim becerileri gelismis,sap,161
1162, arastirmaci ,sap,161
1163,ogrenmeye acik ,sap,161
1164,analitik dusunce yapisina sahip ,sap,161
1165,cozum odakli,sap,161
1166,ithalat bilgisine sahip,sap,161
1167,raporlama,sap,162
1168, server uzerinde sorgu view store procedure function yazabilecek duzeyde bilgi sahibi,sap,162
1169,windows server sistemlerine hakim ,sap,162
1170,ekip calismasina yatkin ,sap,162
1171, organizasyon becerisi yuksek ,sap,162
1172,excel uzerinde otomatik calisan raporlar hazirlanmasi,sap,162
1173,ingilizce,sap,163
1174, office programlari ,sap,163
1175,spss,sap,163
1176, yogun calisma temposuna uyum saglayabilen ,sap,163
1177,seyahat engeli bulunmayan,sap,163
1178,musteri davranislarini analiz eden,sap,163
1179,sepet analizleri ,sap,163
1180,musteri kaybi analizleri,sap,163
1181, veri madenciligi ,sap,163
1182,mailing operasyonlarini yonetmek,sap,163
1183, raporlama,sap,163
1184,veri madenciligi ,sap,164
1185,ingilizce,sap,164
1186,office programlari,sap,164
1187,veri cozumleme,sap,164
1188,gereksinim analizleri yapabilen ,sap,164
1189,iletisim becerilerine sahip,sap,164
1190, sadakat programi ,sap,164
1191,veri tabani,sap,164
1192,surec yonetimi ,sap,165
1193,surec analizi ,sap,165
1194,ingilizce,sap,165
1195,sureclerin iyilestirilmesi,sap,165
1196,fonksiyonel tasarim ,sap,165
1197,teknik tasarim t,sap,165
1198,est dokumanlarinin hazirlanmasi ,sap,165
1199, iyilestirme onerilerinde bulunmak ,sap,165
1200,yazilim gelistirme sureci,sap,165
1201,raporlama,sap,165
1202,data classification ,sap,165
1203,ingilizce,sap,166
1204, veri madenciligi ,sap,166
1205,analitik dusunen,sap,166
1206, problem cozme becerisi olan ,sap,166
1207,verileri analiz ,sap,166
1208,ekip calismasina yatkin ,sap,166
1209,yogun stresli calisma temposuna ayak uydurabilen ,sap,166
1210,raporlama,sap,166
1211, sunum,sap,166
1212, google analytics,sap,166
1213, mail marketing yonetimi,sap,166
1214, olcumleme raporlama yapilmasi ,sap,166
1215, veri analiz ,sap,166
1216,perakende sektorunde tecrubeli ,sap,167
1217,analitik ,sap,167
1218,analiz yetenegine sahip,sap,167
1219, office programlari,sap,167
1220, iletisim becerilerine sahip,sap,167
1221,seyahat engeli bulunmayan ,sap,167
1222,raporlama,sap,167
1223, esnek calisma saatlerine uyabilecek ,sap,168
1224,arastirmac,sap,168
1225,i hizli analitik dusunebilen,sap,168
1226, detaylara onem veren ,sap,168
1227,sonuc odakli ,sap,168
1228,proaktif ,sap,168
1229, siparis yonetimi ,sap,168
1230,sevkiyat stok yonetimi,sap,168
1231, faturalama,sap,168
1232, fiyatlama ,sap,168
1233,kampanya satis ,sap,168
1234, talep istekleri koordine eden,sap,168
1235,abap ,sap,168
1236, sistemsel tasarimin sureclerinin iyilestirmesin,sap,168
1237,raporlama,sap,168
1238,abap,sap,169
1239,ingilizce ,sap,169
1240,ekip calismasina yatkin,sap,169
1241, detaylara onem veren ,sap,169
1242,sonuc odakli ,sap,169
1243,proaktif ,sap,169
1244,analitik dusunen,sap,169
1245,ingilizce,sap,170
1246, problemleri analiz edip sistematik cozum uretebilen,sap,170
1247, seyahat engeli olmayan ,sap,170
1248,butce takibi,sap,170
1249,raporlama,sap,171
1250,insan iliskileri kuvvetli ,sap,171
1251,ekip calismasina yatkin ,sap,171
1252,analitik dusunen,sap,171
1253,lojistik ,sap,172
1254, full cycle,sap,172
1255,proje yonetimi,sap,172
1256, kaynaklarin verimli kullanimi,sap,172
1257,profesyonel deneyim sahibi ,sap,172
1258,ekip calismasina yatkin,sap,172
1259,analitik dusunen,sap,172
1260, arastirmayi seven,sap,172
1261, cozum odakli,sap,172
1262,iletisim yonu kuvvetli,sap,172
1263,ingilizce,sap,172
1264,teknik ekiplerle iletisime gecmek,sap,173
1265, analiz,sap,173
1266, tasarim ,sap,173
1267,test ,sap,173
1268,yazilim gelistirme yasam dongusunun asamalarini desteklemek ,sap,173
1269,proje yonetimi ,sap,173
1270,analiz ,sap,173
1271,problem cozme becerisi yuksek,sap,173
1272, sonuc odakli ,sap,173
1273,proaktif ,sap,173
1274,sorumluluk sahibi ,sap,173
1275,dikkatli ,sap,173
1276,detaylara onem,sap,173
1277, uretim surecleri konusunda bilgili,sap,174
1278,  modul uzmani ,sap,174
1279,analist,sap,174
1280, analitik dusunen,sap,174
1281,seyahat engeli bulunmayan,sap,174
1282,raporlama,sap,174
1283, cozum onerilerinde bulunma,sap,174
1284,analitik dusunen,sap,175
1285,yaratici ,sap,175
1286,ogrenmeye acik,sap,175
1287, ekip calismasina yatkin,sap,175
1288, sonuc odakli ,sap,175
1289,muhasebe,sap,175
1290, finans ,sap,175
1291,depo yonetimi ,sap,175
1292,server ,sap,175
1293, office programlari,sap,175
1294, iyilestirme gelistirme bakis acisina sahip ,sap,175
1295,sonuc odakli ,sap,175
1296,yeni teknolojileri takip eden ,sap,175
1297, sigara kullanmayan ,sap,175
1298, entegrasyon ,sap,176
1299, tecrubeli ,sap,176
1300, hizli kavrama yetenegi olan,sap,176
1301,java,sap,176
1302,ingilizce ,sap,176
1303,full cycle proje deneyimi olan,sap,177
1304, seyahat engeli bulunmayan ,sap,177
1305,ingilizce ,sap,177
1306,ekip calismasina yatkin ,sap,177
1307,kendini gelistiren,sap,177
1308,iletisim becerilerine sahip,sap,177
1309, detaylara onem veren,sap,177
1310, sonuc odakli ,sap,177
1311,proaktif ,sap,177
1312,analitik dusunen,sap,177
1313,zaman yonetiminde hassas olan,sap,177
1314, esnek calisma saatlerine uyabilecek ,sap,177
1315,optimizasyon,sap,177
1316,proje yoneticisi deneyimine sahip ,sap,178
1317,office programlari ,sap,178
1318,microsoft dynamics ,sap,178
1319,raporlama,sap,178
1320, ,sap,178
1321,ingilizce,sap,178
1322,iyilestirme ,sap,178
1323,cozum ureten,sap,178
1324,letisim becerilerine sahip,sap,178
1325, sunum becerileri gelismis ,sap,178
1326,analitik dusunen ,sap,178
1327, problem cozme becerisi yuksek ,sap,178
1328,gelisen trendleri takip eden,sap,178
1329, yenilikci projeler getiren,sap,178
1330, ,sap,178
1331,veri analizleri yapmak ,sap,178
1332,ingilizce ,sap,179
1333,daha once devreye alma projesi yonetmis,sap,179
1334, uretim,sap,179
1335, planlama ,sap,179
1336,uretim surec yonetimi ,sap,179
1337, server veritabani ,sap,179
1338,ekip calismasina yatkin ,sap,180
1339,iletisim becerileri olan,sap,180
1340, insan iliskileri kuvvetli ,sap,180
1341,problem cozme yetenegine sahip ,sap,180
1342,proaktif ,sap,180
1343,sonuc odakli ,sap,180
1344, analitik dusunen,sap,180
1345,raporlama ,sap,180
1346,yeni teknolojileri yakindan takip eden ,sap,180
1347,kendini gelistirmeye acik ,sap,180
1348,karlilik analizi ,sap,181
1349,raporlama ,sap,181
1350,analitik dusunen,sap,181
1351, sonuc odakli ,sap,181
1352,detaylara hakim ,sap,181
1353,iletisim becerilerine sahip ,sap,181
1354,kullanicilara destek egitim vermek ,sap,182
1355, kanuni mevzuati takip edip mikro versiyon guncellemelerini yapmak,sap,182
1356, muhasebe,sap,182
1357,iletisim becerilerine sahip,sap,182
1358,ingilizce,sap,183
1359,yogun tempoya ayak uydurabilen,sap,183
1360, esnek calisma saatlerine uyum saglayabilen,sap,183
1361, iletisim becerisine sahip,sap,183
1362,cozum odakli,sap,183
1363,abap ,sap,183
1364,ihtiyac analizi ,sap,183
1365, fizibilite,sap,183
1366,kaynaklarin dogru sekilde kullanilmasinin saglanmasi ,sap,183
1367,onceliklendirme yapma,sap,183
1368, veri aktarimini tasarlamak ,sap,183
1369, egitim belgelerini hazirlamak ,sap,183
1370, analiz dokumantasyonun hazirlanmasi,sap,183
1371, test senaryolarini olusturmak ,sap,183
1372, finans ,sap,183
1373,anahtar kullanicilara destek verilmesi ,sap,184
1374,ihtiyac duyulan program raporlarin hazirlanmasi,sap,184
1375,  calismalarin koordinasyonu ,sap,184
1376,modul tecrubesi olan,sap,184
1377, analitik bakis acisina sahip,sap,184
1378, sonuc odakli ,sap,184
1379,problem cozme yetkinligi olan ,sap,184
1380,iletisim becerisine sahip ,sap,184
1381,ekip calismasina yatkin ,sap,184
1382,esnek calisma saatlerine uyum saglayabilen,sap,184
1383,abap uzmani,sap,185
1384, kampanya yonetimi ,sap,186
1385,raporlama,sap,186
1386, ingilizce,sap,186
1387,office programlari ,sap,186
1388, spss ,sap,186
1389, organizasyon becerisine sahip ,sap,186
1390,musteri memnuniyeti yaklasimini benimsemis,sap,186
1391, musteri davranislarini analiz ederek analizler dogrultusunda gelistirme sunan,sap,186
1392, sepet analizi ,sap,186
1393,musteri kaybi analizi,sap,186
1394, veri madenciligi ,sap,186
1395,musteri hareketlerini analiz etmek ,sap,186
1396,office programlari,sap,187
1397, raporlama ,sap,187
1398,analiz ,sap,187
1399,sunum ,sap,187
1400,analitik dusunen,sap,187
1401,  pazarlama,sap,187
1402, ekip calismasinda basarili,sap,187
1403, iletisim becerilerine sahip ,sap,187
1404,insan iliskileri kuvvetli ,sap,187
1405,proje yonetimi,sap,187
1406, veri  tabanini ,sap,187
1407, veri kalitesini iyilestirmek ,sap,187
1408, kampanya sonuclarini raporlamak analizlerini yapmak,sap,187
1409,musteri analiz raporlarini olusturmak ,sap,187
1410,raporlama,sap,187
1411,ingilizce ,sap,188
1412,ekip calismasina yatkin,sap,188
1413, esnek calisma saatlerine uyum saglayabilecek,sap,188
1414, yurtici yurtdisi seyahat engeli olmayan,sap,188
1415, analitik dusunen,sap,188
1416, kendini gelistirmeye acik ,sap,188
1417,modul sorumlusu,sap,189
1418, ingilizce ,sap,189
1419,office programlari,sap,189
1420,iletisim becerisi guclu,sap,189
1421, proaktif ,sap,189
1422,sonuc odakli ,sap,189
1423,ekip calismasina yatkin ,sap,189
1424,planlama,sap,189
1425, takip ,sap,189
1426,raporlama,sap,189
1427, seyahat engeli olmayan,sap,189
1428,veri bakimi,sap,189
1429,musteri analizi,sap,190
1430, veri analizi ,sap,190
1431,veri madenciligi,sap,190
1432, raporlama ,sap,190
1433,sunum ,sap,190
1434,script yazma,sap,190
1435,office programlari,sap,190
1436,musteri davranis takibi ,sap,190
1437,verilerin takip edilmesi ,sap,190
1438, gorsellestirme,sap,190
1439,  spss statistics ,sap,190
1440,spss modeler ,sap,190
1441, python ,sap,190
1442,google analytics ,sap,190
1443,adobe analytics countly ,sap,190
1444, veri tabani,sap,190
1445,verilerin toplanmasi ,sap,190
1446,abap ,sap,191
1447,ingilizce ,sap,191
1448,fiori ,sap,191
1449,yazilim gelistirme ,sap,191
1450,veri mimarisi,sap,191
1451,  problem cozmede yaratici ,sap,191
1452,analitik dusunen,sap,191
1453,ingilizce,sap,192
1454,maliyet karlilik analizi,sap,192
1455, muhasebe ,sap,192
1456,finans ,sap,192
1457, analitik dusunen,sap,192
1458, iletisim becerileri yuksek ,sap,192
1459,zaman yonetiminde basarili ,sap,192
1460,arastirmaci,sap,192
1461, sorumluluk sahibi ,sap,192
1462,raporlama ,sap,192
1463, maliyet analizlerini yaparak urunun maliyet detaylarini analiz etmek ,sap,192
1464,finans,sap,193
1465,muhasebe,sap,193
1466, ingilizce ,sap,193
1467, ekip calismasina yatkin,sap,193
1468,analitik dusunen,sap,193
1469,  iletisim becerilerine sahip,sap,193
1470, zaman yonetiminde basarili,sap,193
1471,  office programlari,sap,193
1472,arastirmaci ,sap,193
1473,sorumluluk sahibi ,sap,193
1474, modul uzmani,sap,193
1475,modul bilgisi bulunan,sap,194
1476, ekip calismasina yatkin,sap,194
1477, iletisim becerisine sahip ,sap,194
1478,ingilizce,sap,194
1479, ihtiyaclari dogrultusunda cozum uretebilen,sap,194
1480, problemlerin analizi ,sap,194
1481,fonksiyonel danisman ,sap,195
1482, ingilizce ,sap,195
1483,kendini gelistirmeye acik ,sap,195
1484,analitik dusunen,sap,195
1485, ekip calismasina yatkin,sap,195
1486,retail,sap,196
1487,office programlari,sap,196
1488,kendini gelistirmeye acik ,sap,196
1489,analitik dusunen,sap,196
1490, problem cozumu koordinasyon becerileri gelismis ,sap,196
1491,iletisim becerisine sahip ,sap,196
1492,cobit disiplininde calismis,sap,196
1493, satinalma depo yonetimi ,sap,196
1494,kalite sevkiyat sureclerine hakim ,sap,196
1495,perakende sektoru,sap,196
1496, stok depo yonetimi,sap,196
1497, retail office programlarina ,sap,197
1498,ogrenmeye kendini gelistirmeye acik ,sap,197
1499,analitik dusunen,sap,197
