skill,label
satis sevkiyat fiyatlandirma,sap
faturalama,sap
irsaliye sureclerindeki tasarimlari yapmak,sap
fatura,sap
arsiv fatura,sap
abap uzmani birlikte calismak,sap
sureclerinin analiz edilmesi,sap
problemlerin analiz edilmesi,sap
yazilim gelistirme tecrubesine sahip,sap
mssql,sap
troia yazilim diline hakim,sap
android isletim sistem,sap
analitik,sap
dinamik,sap
cozum odakli,sap
hedef odakli,sap
neden sonuc iliskisini kurabilen,sap
proje yonetimi,sap
kendini gelistirmeye istekli,sap
sektorel gelismeleri takip eden,sap
abap,sap
basis,sap
fiori,sap
abap object orient,sap
servis olusturma,sap
consume etme,sap
sistem mimarisi yonetimi,sap
abap,sap
webdynpro,sap
brfplus,sap
otomotiv sektoru,sap
proje yonetimi,sap
projelerin surec takibi,sap
danisman,sap
uluslararasi projelerde calismak isteyen,sap
